USA Today,usatoday.com,USATODAY.com (Today In The Sky Blog),Best Media-Affiliated Business Blog,2006,November 2019,,Y
Movies.com,movies.com,Movies.com,Best Internet Entertainment Service over 1 million unique monthly visitors,2006,November 2019,,*
Texas Gigs,-,TexasGigs,Best Internet Entertainment Service under 1 million unique monthly visitors,2006,November 2019,,*
Houston Chronicle,chron.com,"Chron.com, the Web site of the Houston Chronicle (MeMO)",Best Media-Affiliated Entertainment Blog,2006,November 2019,,Y
Prisacom,-,Prisacom (Resumen 2005) (Madrid),"Best Special Feature in an Internet Serv - News or Event, over 1 million unique monthly visitors",2006,November 2019,,Y
Sun Herald,sunherald.com,Sun Herald (Hurricane Katrina Coverage),"Best Special Feature in an Internet Serv - News or Event, under 1 million unique monthly visitors",2006,November 2019,,Y
Newsday,newsday.com,Newsday.com (Newsday.com Fire Alarm),"Best Special Feature in an Internet Serv - Enterprise, over 1 million unique monthly visitors",2006,November 2019,,Y
The Record,northjersey.com,"The Record (Bergen County, N.J.) on NorthJersey.com (Special Report: Toxic Legacy)","Best Special Feature in an Internet Serv - Enterprise, under 1 million unique monthly visitors",2006,November 2019,,Y
Washington Post,washingtonpost.com,washingtonpost.com (interactive database of every recorded vote in House and Senate since 1991),Best Internet Community Service Effort over 1 million unique monthly visitors,2006,November 2019,,Y
Winston-Salem Journal,journalnow.com,"JournalNow.com, the web site of the Winston-Salem Journal (Unsafe Haven: The Crisis in Home Health Care)",Best Internet Community Service Effort under 1 million unique monthly visitors,2006,November 2019,,Y
El Pais,elpais.com,ELPAIS.es (Madrid),Best Overall Design of an Internet Service over 1 million unique monthly visitors,2006,November 2019,,*
lawrence.com,lawrence.com,lawrence.com,Best Overall Design of an Internet Service under 1 million unique monthly visitors,2006,November 2019,,*
MTV,mtv.com,"MTV Overdrive, Broadband Video Channel",Best Use of Rich Media in an Internet Service over 1 million unique monthly visitors,2006,November 2019,,Y
Providence Journal,providencejournal.com,"projo.com, the Web site of The Providence Journal (Saving Block Island)",Best Use of Rich Media in an Internet Service under 1 million unique monthly visitors,2006,November 2019,,Y
Washington Post,washingtonpost.com,washingtonpost.com (washingtonpost.com Cars),Best Internet Classified Service over 1 million unique monthly visitors,2006,November 2019,,N
The Chronicle of Higher Education,chronicle.com,The Chronicle of Higher Education (Chronicle Careers),Best Internet Classified Service under 1 million unique monthly visitors,2006,November 2019,,N
Indiana Daily Student,idsnews.com,Indiana Daily Student at idsnews.com,Best College Newspaper Internet Service,2006,November 2019,,Y
New York Times,nytimes.com,NYTimes.com,Best Newspaper-Affiliated Web Site with more than 1 million unique monthly visitors,2007,November 2019,,Y
,boomergirl.com,BoomerGirl.com (The World Company),Best Newspaper-Affiliated Web Site with fewer than 1 million unique monthly visitors,2007,November 2019,,Y
Wicked Local Plymouth,plymouth.wickedlocal.com,WickedLocalPlymouth.com,Best Weekly Newspaper-Affiliated Web Site,2007,November 2019,,Y
El Pais,elpais.com,ELPAIS.es,Best Spanish-Language Newspaper Web Site,2007,November 2019,,Y
ESPN,espn.com,ESPN.com,Best Network TV/Cable-Affiliated Web Site,2007,November 2019,,Y
TV3CAT,ccma.cat,TV3 - Televisió de Catalunya,Best Local TV/Cable-Affiliated Web Site,2007,November 2019,,Y
Fast Company,fastcompany.com,FastCompany.com,Best National Magazine-Affiliated Web Site,2007,November 2019,,Y
BBC,bbc.co.uk,BBC,Best News Web Site with more than 1 million unique monthly visitors,2007,November 2019,,Y
The Associated Press,apnews.com,asap (The Associated Press),Best News Web Site with fewer than 1 million unique monthly visitors,2007,November 2019,,Y
Chicago Tribune,chicagotribune.com,The Swamp (chicagotribune.com),Best Media-Affiliated News Blog,2007,November 2019,,Y
ESPN,espn.com,ESPN.com,Best Sports Web Site with more than 1 million unique monthly visitors,2007,November 2019,,Y
Lawrence Journal-World,kusports.com,Kusports.com (The Lawrence Journal-World),Best Sports Web Site with fewer than 1 million unique monthly visitors,2007,November 2019,,Y
The News Tribune,thenewstribune.com,Seahawks Insider (The Tacoma News Tribune),Best Media-Affiliated Sports Blog,2007,November 2019,,Y
MarketWatch,marketwatch.com,MarketWatch.com (CBS),Best Business Web Site with more than 1 million unique monthly visitors,2007,November 2019,,Y
Crain's Chicago Business,chicagobusiness.com,ChicagoBusiness.com,Best Business Web Site with fewer than 1 million unique monthly visitors,2007,November 2019,,Y
Financial Times,ft.com,FT Alphaville,Best Media-Affiliated Business Blog,2007,November 2019,,Y
USA Today,usatoday.com,"Life Section, usatoday.com",Best Entertainment Web Site with more than 1 million unique monthly visitors,2007,November 2019,,Y
El Pais,elpais.com,EP3.es (Madrid),Best Entertainment Web Site with fewer than 1 million unique monthly visitors,2007,November 2019,,Y
Tampa Bay Times,tampabay.com,Stuck in the ‘80s (TampaBay.com),Best Media-Affiliated Entertainment Blog,2007,November 2019,,Y
Star Tribune,startribune.com,A People Torn (StarTribune.com),"Best Special Feature in a Web Site - News or Event, more than 1 million unique monthly visitors",2007,November 2019,,Y
Miami Herald,miamiherald.com,House of Lies (MiamiHerald.com),"Best Special Feature in a Web Site - News or Event, more than 1 million unique monthly visitors",2007,November 2019,,Y
Eurasianet,eurasianet.org,Kyrgyzstan Revolution Revisited (EurasiaNet),"Best Special Feature in a Web Site - News or Event, fewer than 1 million unique monthly visitors",2007,November 2019,,Y
The Sacramento Bee,sacbee.com,"The Weight (sacbee.com, The Sacramento Bee)","Best Special Feature in a Web Site - Enterprise, more than 1 million unique monthly visitors",2007,November 2019,,Y
Providence Journal,providencejournal.com,"Unrighteous Traffick: Rhode Island's slave history (projo.com, The Providence Journal)","Best Special Feature in a Web Site - Enterprise, fewer than 1 million unique monthly visitors",2007,November 2019,,Y
HorseCity.com,horsecity.com,HorseCity.com,Best Community Web Site with more than 1 million unique monthly visitors,2007,November 2019,,Y
Indianapolis Star,indystar.com,IndyMoms.com (The Indianapolis Star),Best Community Web Site with fewer than 1 million unique monthly visitors,2007,November 2019,,Y
Washington Post,washingtonpost.com,washingtonpost.com,Best Design of a Media-Affiliated Web Site with more than 1 million unique monthly visitors,2007,November 2019,,*
CBS News,bnet.com,"BNET, the go-to place for management",Best Design of a Media-Affiliated Web Site with less than 1 million unique monthly visitors,2007,November 2019,,*
CNN,cnn.com,CNN.com,Best Use of Video in a Web Site with more than 1 million unique monthly visitors,2007,November 2019,,Y
The Commercial Appeal,commercialappeal.com,AppealTV.com (The Commercial Appeal),Best Use of Video in a Web Site with fewer than 1 million unique monthly visitors,2007,November 2019,,Y
Naples Daily News,naplenews.com,"Studio 55 (naplesnews.com, Naples Daily News)",Best Use of Video in a Web Site with fewer than 1 million unique monthly visitors,2007,November 2019,,Y
The Dallas Morning News,dallasnews.com,DallasNews.com,Best Classified Web Site with more than 1 million unique monthly visitors,2007,November 2019,,N
Seattle Times,jobs.seattletimes.com,Nwjobs.com,Best Classified Web Site with fewer than 1 million unique monthly visitors,2007,November 2019,,N
Indiana Daily Student,idsnews.com,Indiana Daily Student at idsnews.com,Best College Newspaper Internet Service,2007,November 2019,,Y
American Public Media,-,Public Insight Journalism (Center for Innovation in Journalism @ American Public Media),The Inaugural Knight News Innovation Award,2007,November 2019,,Y
New York Times,nytimes.com,NYTimes.com/DealBook,Best Business Blog,2008,November 2019,,Y
Kiplinger,kiplinger.com,Kiplinger.com: The Business Resource Center,Best Business Web Site with fewer than 1 million unique monthly visitors,2008,November 2019,,Y
Bloomberg Business Week,bloomberg.com,BusinessWeek.com,Best Business Web Site with over 1 million unique monthly visitors,2008,November 2019,,Y
Seattle Times,jobs.seattletimes.com,Nwjobs.com,Best Classified Web Site with fewer than 1 million unique monthly visitors,2008,November 2019,,N
-,cars.com,Cars.com,Best Classified Web Site with over 1 million unique monthly visitors,2008,November 2019,,N
Reveille,lsureveille.com,The Daily Reveille at www.lsureveille.com,Best College Newspaper Web Site,2008,November 2019,,Y
The Denver Post,denverpost.com,The Denver Post,Best Community Web Site with fewer than 1 million unique monthly visitors,2008,November 2019,,Y
MSNBC,msnbc.com,msnbc.com,Best Community Web Site with over 1 million unique monthly visitors,2008,November 2019,,Y
USA Today,usatoday.com,"Pop Candy, USATODAY.com",Best Entertainment Blog,2008,November 2019,,Y
Indianapolis Star,indystar.com,"Indy.com, Indianapolis Star Media Group",Best Entertainment Web Site with fewer than 1 million unique monthly visitors,2008,November 2019,,Y
People,people.com,PEOPLE.com,Best Entertainment Web Site with over than 1 million unique monthly visitors,2008,November 2019,,Y
iCat fm,ccma.cat,"iCat fm, icatfm.cat, Catalunya Radio",Best Local Radio-Affiliated Web Site,2008,November 2019,,Y
This Old House,thisoldhouse.com,thisoldhouse.com,Best National Magazine-Affiliated Web Site,2008,November 2019,,Y
American Public Media,apmreports.org,American RadioWorks from American Public Media,Best Network or Syndicated Radio-Affiliated Web Site,2008,November 2019,,Y
Lawrence Journal-World,ljworld.com,ljworld.com,Best News Web Site with fewer than 1 million unique monthly visitors,2008,November 2019,,Y
New York Times,nytimes.com,NYTimes.com,Best News Web Site with over 1 million unique monthly visitors,2008,November 2019,,Y
Chicago Tribune,chicagotribune.com,"The Swamp, www.chicagotribune.com",Best News/Politics Blog,2008,November 2019,,Y
Chicago Tribune,chicago.metromix.com,Metromix.com,Best Overall Design of a Web Site with fewer than 1 million unique monthly visitors,2008,November 2019,,*
The Detroit News,detroitnews.com,detnews.com,Best Overall Design of a Web Site with over 1 million unique monthly visitors,2008,November 2019,,*
K5NEWS,king5.com,KING5.com,Best Overall Local TV/Cable-Affiliated Web Site,2008,November 2019,,Y
CBS News,cbsnews.com,CBSNews.com,Best Overall Network TV/Cable-Affiliated Web Site,2008,November 2019,,Y
Las Vegas Sun,lasvegassun.com,Las Vegas Sun,Best Overall Newspaper-Affiliated Web Site with fewer than 1 million unique monthly visitors,2008,November 2019,,Y
New York Times,nytimes.com,NYTimes.com,Best Overall Newspaper-Affiliated Web Site with over 1 million unique monthly visitors,2008,November 2019,,Y
Vision Monday,visionmonday.com,VisionMonday.com,Best Regional Magazine-Affiliated Web Site,2008,November 2019,,Y
El Pais,elpais.com,ELPAIS.com,Best Spanish Language Newspaper - Affiliated Web Site,2008,November 2019,,Y
The Palm Beach Post,palmbeachpost.com,"Diabetes: The Invisible Epidemic, PalmBeachPost.com","Best Special Feature in a Web Site - Enterprise, with fewer than 1 million unique monthly visitors",2008,November 2019,,Y
The Associated Press,apnews.com,"Katrina Recovery Coverage, The Associated Press","Best Special Feature in a Web Site - Enterprise, with over than 1 million unique monthly visitors",2008,November 2019,,Y
The Oklahoman,oklahoman.com,"Oklahoma Centennial, NewsOK.com","Best Special Feature in a Web Site - News or Event, with fewer than 1 million unique monthly visitors",2008,November 2019,,Y
Star Tribune,startribune.com,"13 Seconds in August, StarTribune.com","Best Special Feature in a Web Site - News or Event, with over 1 million unique monthly visitors",2008,November 2019,,Y
AOL,aol.com,"The FanHouse, AOL Sports",Best Sports Blog,2008,November 2019,,Y
Knoxville News Sentinel,knoxnews.com,GoVolsXtra,Best Sports Web Site with fewer than 1 million unique monthly visitors,2008,November 2019,,Y
USA Today,usatoday.com,USATODAY.com,Best Sports Web Site with over 1 million unique monthly visitors,2008,November 2019,,Y
CBC,cbc.ca,CBC Digital Archives Website - Les archives de Radio-Canada,Best Use of Video in a Web Site with fewer than 1 million unique monthly visitors,2008,November 2019,,Y
TV Guide,tvguide.com,TV Guide Online,Best Use of Video in a Web Site with over 1 million unique monthly visitors,2008,November 2019,,Y
Santa Barbara Independent,independent.com,"The Santa Barbara Independent, independent.com",Best Weekly Newspaper-Affiliated Web Site,2008,November 2019,,Y
CNN,cnn.com,CNN.com,Knight News Innovation Award,2008,November 2019,,Y
USA Today,usatoday.com,"Today in the Sky, USA TODAY",Best Business Blog,2009,November 2019,,Y
Crain's Chicago Business,chicagobusiness.com,ChicagoBusiness.com,Best Business Web Site with fewer than 1 million unique monthly visitors,2009,November 2019,,Y
Bloomberg Business Week,bloomberg.com,BusinessWeek.com,Best Business Web Site with over 1 million unique monthly visitors,2009,November 2019,,Y
-,ocala4sale.com,"USA4SALE Networks, Inc.",Best Classified Web Site with fewer than 1 million unique monthly visitors,2009,November 2019,,N
The Temple News,temple-news.com,The Temple News,Best College Newspaper Web Site,2009,November 2019,,Y
Florida Times-Union,jacksonville.com,Jacksonville.com,Best Community Service Application in a Media-Affiliated Web Site with fewer than 1 million unique monthly visitors,2009,November 2019,,Y
Des Moines Register,desmoinesregister.com,"Parkersburg tornado map, DesMoinesRegister.com",Best Community Service Application in a Media-Affiliated Web Site with over 1 million unique monthly visitors,2009,November 2019,,Y
engadget,engadget.com,Engadget.com,Best Consumer Technology Blog,2009,November 2019,,Y
Naples Daily News,naplenews.com,"PrepZone, naplesnews.com",Best Design of a Web Site with fewer than 1 million unique monthly visitors,2009,November 2019,,*
-,about.com,About.com,Best Design of a Web Site with over 1 million unique monthly visitors,2009,November 2019,,*
The Press Democrat,pressdemocrat.com,"BiteClub, The Press Democrat",Best Entertainment Blog,2009,November 2019,,Y
Las Vegas Weekly,lasvegasweekly.com,"Las Vegas Weekly, Greenspun Interactive",Best Entertainment Web Site with fewer than 1 million unique monthly visitors,2009,November 2019,,Y
Boston Globe,boston.com,Boston.com Things To Do,Best Entertainment Web Site with over 1 million unique monthly visitors,2009,November 2019,,Y
TV3CAT,ccma.cat,Tv3.cat,Best Local TV/Cable-Affiliated Web Site,2009,November 2019,,Y
Entertainment Weekly,ew.com,Entertainment Weekly's EW.com,Best National Magazine-Affiliated Web Site,2009,November 2019,,Y
ESPN,espn.com,ESPN.com,Best Network TV/Cable-Affiliated Web Site,2009,November 2019,,Y
CNN,cnn.com,"The CNN Political Ticker, CNN.com",Best News/Politics Blog,2009,November 2019,,Y
Arizona Daily Star,tucson.com,"Arizona Daily Star, azstarnet.com",Best News Web Site with fewer than 1 million unique monthly visitors,2009,November 2019,,Y
CNN,cnn.com,CNN.com,Best News Web Site with over 1 million unique monthly visitors,2009,November 2019,,Y
Las Vegas Sun,lasvegassun.com,"Las Vegas Sun, Greenspun Interactive",Best Newspaper Affiliated Web Site with fewer than 1 million unique monthly visitors,2009,November 2019,,Y
Wall Street Journal,wsj.com,"The Wall Street Journal Online, WSJ.com",Best Newspaper Affiliated Web Site with over 1 million unique monthly visitors,2009,November 2019,,Y
American Public Media,amreports.org,"American RadioWorks from American Public Media, americanradioworks.org",Best Radio - Affiliated Web Site,2009,November 2019,,Y
Boston Globe,boston.com,"Mazz (Tony Massarotti's sports blog), Boston Globe",Best Sports Blog,2009,November 2019,,Y
Northwest Herald,nwherald.com,mchenrycountysports.com,Best Sports Web Site with fewer than 1 million unique monthly visitors,2009,November 2019,,Y
ESPN,espn.com,ESPN.com,Best Sports Web Site with over 1 million unique monthly visitors,2009,November 2019,,Y
4WWL,wwltv.com,"Hurricane Gustav Weather Chat, wwltv.com",Best Use of Video in a Media-Affiliated Web Site with fewer than 1 million unique monthly visitors,2009,November 2019,,Y
San Jose Mercury News,mercurynews.com,"Mercury News Video Stories, mercurynews.com",Best Use of Video in a Media-Affiliated Web Site with over 1 million unique monthly visitors,2009,November 2019,,Y
NationalJournal,nationaljournal.com,"The Promise Audit, NationalJournal.com","Best Web Special Feature - Enterprise, with fewer than 1 million unique monthly visitors",2009,November 2019,,Y
New York Times,nytimes.com,"NYTimes.com, ""Kremlin Rules""","Best Web Special Feature - Enterprise, with over 1 million unique monthly visitors",2009,November 2019,,Y
Las Vegas Sun,lasvegassun.com,"Las Vegas Sun - History of Las Vegas, Greenspun Interactive","Best Web Special Feature - News or Event, with fewer than 1 million unique monthly visitors",2009,November 2019,,Y
The Globe and Mail,theglobeandmail.com,"Talking to the Taliban, globeandmail.com","Best Web Special Feature - News or Event, with over 1 million unique monthly visitors",2009,November 2019,,Y
Baltimore City Paper,baltimoresun.com,"Baltimore City Paper, Citypaper.com",Best Weekly Newspaper-Affiliated Web Site,2009,November 2019,,Y
Financial Times,ft.com,FT Alphaville,Best Business Blog,2010,November 2019,,Y
Crain's Chicago Business,chicagobusiness.com,Crain's Chicago Business,Best Business Website with fewer than 1 million unique monthly visitors,2010,November 2019,,Y
Financial Times,ft.com,FT.com,Best Business Web Site with over 1 million unique monthly visitors,2010,November 2019,,Y
ALM,lawjobs.com,"lawjobs.com, an ALM website",Best Classified Web Site with fewer than 1 million unique monthly visitors,2010,November 2019,,N
legacy.com,legacy.com,Legacy.com,Best Classified Web Site with over 1 million unique monthly visitors,2010,November 2019,,N
Indiana Daily Student,idsnews.com,idsnews.com,Best College Newspaper Web Site,2010,November 2019,,Y
-,nkyhelps.org,nkyhelps.org,Best Community Service Application in a Media-Affiliated Web Site with fewer than 1 million unique monthly visitors,2010,November 2019,,Y
CNN,cnn.com,iReport: Looking for loved ones in Haiti,Best Community Service Application in a Media-Affiliated Web Site with over 1 million unique monthly visitors,2010,November 2019,,Y
USA Today,usatoday.com,USATODAY.com Game Hunters,Best Consumer Technology Blog,2010,November 2019,,Y
CBS News,cbsnews.com,CBS MoneyWatch.com,Best Design of a Web Site with fewer than 1 million unique monthly visitors,2010,November 2019,,*
AOL,aol.com,DailyFinance,Best Design of a Web Site with over 1 million unique monthly visitors,2010,November 2019,,*
USA Today,usatoday.com,USATODAY.com Pop Candy,Best Entertainment Blog,2010,November 2019,,Y
Houston Chronicle,chron.com,29-25,Best Entertainment Web Site with fewer than 1 million unique monthly visitors,2010,November 2019,,Y
NPR,npr.org,NPR Music,Best Entertainment Web Site with more than 1 million unique monthly visitors,2010,November 2019,,Y
catMusica,ccma.cat,catmusica.cat,Best Local Radio-Affiliated Website,2010,November 2019,,Y
NPR,npr.org,NPR.ORG,Best Network or Syndicated Radio-Affiliated Website,2010,November 2019,,Y
WRAL,wral.com,WRAL.com,Best Local TV/Cable-Affiliated Web Site,2010,November 2019,,Y
Time,time.com,TIME.com,Best National Magazine-Affiliated Web Site,2010,November 2019,,Y
CNN,cnn.com,CNN.com,Best Network TV/Cable-Affiliated Web Site,2010,November 2019,,Y
Financial Times,ft.com,FT techblog,Best News or Politics Blog,2010,November 2019,,Y
Las Vegas Sun,lasvegassun.com,Las Vegas Sun,Best News Web Site with fewer than 1 million unique monthly visitors,2010,November 2019,,Y
NPR,npr.org,NPR.ORG,Best News Web Site with more than 1 million unique monthly visitors,2010,November 2019,,Y
Indianapolis Business Journal,ibj.com,IBJ.com | Indianapolis Business Journal,Best Newspaper-Affiliated Web Site with fewer than 1 million unique monthly visitors,2010,November 2019,,Y
The Globe and Mail,theglobeandmail.com,Globeandmail.com,Best Newspaper-Affiliated Web Site with more than 1 million unique monthly visitors,2010,November 2019,,Y
Las Vegas Weekly,lasvegasweekly.com,LasVegasWeekly.com,Best Regional Magazine-Affiliated Web Site,2010,November 2019,,Y
Sunset,sunset.com,Best Pets of the West,Best Social Networking Implementation on a Media-Affiliated Web Site with fewer than 1 million unique monthly visitors,2010,November 2019,,Y
Cincinnati Enquirer,cincinnati.com,CaptureCincinnati,Best Social Networking Implementation on a Media-Affiliated Web Site with more than 1 million unique monthly visitors,2010,November 2019,,Y
Milwaukee Journal Sentinel,jsonline.com,Packers Blog,Best Sports Blog,2010,November 2019,,Y
Lawrence Journal-World,kusports.com,KUsports.com,Best Sports Web Site with fewer than 1 million unique monthly visitors,2010,November 2019,,Y
Sports Illustrated,si.com,SI.com,Best Sports Web Site with over 1 million unique monthly visitors,2010,November 2019,,Y
CBS News,cbsnews.com,CBS MoneyWatch.com,Best Use of Video in a Media-Affiliated Web Site with fewer than 1 million unique monthly visitors,2010,November 2019,,Y
Las Vegas Sun,lasvegassun.com,Las Vegas Sun Video,Best Use of Video in a Media-Affiliated Web Site with fewer than 1 million unique monthly visitors,2010,November 2019,,Y
NPR,npr.org,Krulwich on Science,Best Use of Video in a Media-Affiliated Web Site with more than 1 million unique monthly visitors,2010,November 2019,,Y
Las Vegas Sun,lasvegassun.com,Bottoming Out – Gambling Addiction in Las Vegas,"Best Web Special Feature - Enterprise, with fewer than 1 million unique monthly visitors",2010,November 2019,,Y
The Globe and Mail,theglobeandmail.com,Behind the Veil,"Best Web Special Feature - Enterprise, with over 1 million unique monthly visitors",2010,November 2019,,Y
Thomson Reuters Foundation,trust.org,Surviving the Tsunami,"Best Web Special Feature - News or Event, with fewer than 1 million unique monthly visitors",2010,November 2019,,Y
Newsweek,newsweek.com,20/10: The Decade in Rewind,"Best Web Special Feature - News or Event, with over 1 million unique monthly visitors",2010,November 2019,,Y
Milwaukee Journal Sentinel,jsonline.com,LivingLakeCountry.com,Best Weekly Newspaper-Affiliated Web Site,2010,November 2019,,Y
NPR,npr.org,Wanna Live Forever? Become A Noun,Best Animation on a Media-Affiliated Website with 1 million unique monthly visitors and over,2011,November 2019,,Y
The Associated Press,apnews.com,Associated Press Animation,"Best Animation on a Media-Affiliated Website with 250,000 to 1 million unique monthly visitors",2011,November 2019,,Y
The Globe and Mail,theglobeandmail.com,Globe Drive,Best Automotive Website with 1 million unique monthly visitors and over,2011,November 2019,,*
-,hyundainews.com,www.hyundainews.com,"Best Automotive Website with under 250,000 unique monthly visitors",2011,November 2019,,*
The Globe and Mail,theglobeandmail.com,globeandmail.com (Economy Lab),Best Business Blog with 1 million unique monthly visitors and over,2011,November 2019,,Y
-,investoruprising.com,Investor Uprising - The Individual Investor Intelligence Network,"Best Business Blog with under 250,000 unique monthly visitors",2011,November 2019,,Y
Bloomberg,bloomberg.com,Bloomberg.com,Best Business/Finance Website with 1 million unique monthly visitors and over,2011,November 2019,,Y
VEGASINC,vegasinc.lasvegassun.com,VegasInc.com,"Best Business/Finance Website with 250,000 to 1 million unique monthly visitors",2011,November 2019,,Y
Indianapolis Business Journal,ibj.com,Indianapolis Business Journal | IBJ.com,"Best Business/Finance Website with under 250,000 unique monthly visitors",2011,November 2019,,Y
KSL,ksl.com,ksl.com,Best Classified Website with 1 million unique monthly visitors and over,2011,November 2019,,N
-,usedvictoria.com,UsedVictoria.com,"Best Classified Website with 250,000 to 1 million unique monthly visitors",2011,November 2019,,N
-,careercast.com,CareerCast.com,"Best Classified Website with under 250,000 unique monthly visitors",2011,November 2019,,N
Grand Central Magazine,gcmag.org,Grand Central Magazine,Best College University Journalism Website,2011,November 2019,,Y
Indiana Daily Student,idsnews.com,Hoosier Hype,Best College University Sports Blog,2011,November 2019,,Y
Chicago Sidelines,-,Chicago Sidelines,Best College/University Individual Sports Website,2011,November 2019,,Y
"ieiMedia, Iowa State University, James Madison University",-,Urbino Project - 2011,Best College/University Journalistic or Documentary Report,2011,November 2019,,Y
The Red & Black,redandblack.com,The Red & Black,Best College/University Newspaper Website,2011,November 2019,,Y
Las Vegas Sun,lasvegassun.com,Do No Harm: Hosptial Care in Las Vegas,Best Community Service on a Media-Affiliated Website with 1 million unique monthly visitors and over,2011,November 2019,,Y
Lawrence Journal-World,ljworld.com,"WellCommons, A Forum for Community Health Solutions","Best Community Service on a Media-Affiliated Website with under 250,000 unique monthly visitors",2011,November 2019,,Y
CBS News,cbsnews.com,Crave blog,Best Consumer Technology Blog with 1 million unique monthly visitors and over,2011,November 2019,,Y
Tampa Bay Times,tampabay.com,Gadget Guy,"Best Consumer Technology Blog with under 250,000 unique monthly visitors",2011,November 2019,,Y
CNN,cnn.com,Open Story,Best Crowd Sourcing or Citizen Journalism with 1 million unique monthly visitors and over,2011,November 2019,,Y
Bakersfield Californian,bakersfield.com,Capture Kern County,"Best Crowd Sourcing or Citizen Journalism with under 250,000 unique monthly visitors",2011,November 2019,,Y
Boston Globe,bostonglobe.com,BostonGlobe.com,Best Daily Newspaper Website with 1 million unique monthly visitors and over,2011,November 2019,,Y
San Angelo Standard-Times,,"GoSanAngelo.com, the website of the San Angelo Standard-Times","Best Daily Newspaper Website with 250,000 to 1 million unique monthly visitors",2011,November 2019,,Y
Northwest Herald,nwherald.com,NWHerald.com,"Best Daily Newspaper Website with under 250,000 unique monthly visitors",2011,November 2019,,Y
iVillage/NBCUniversal,-,iVillage Newsletters,Best e-Newsletter/Media Affiliated with 1 million unique monthly visitors and over,2011,November 2019,,N
Today Media,-,The Main Course: The Main Line`s Dining Insider,"Best e-Newsletter/Media Affiliated with under 250,000 unique monthly visitors",2011,November 2019,,N
ESPN,espn.com,Outside the Lines: A Man Obsessed,Best Enterprise Feature on a Website with 1 million unique monthly visitors and over,2011,November 2019,,Y
Las Vegas Sun,lasvegassun.com,Do No Harm: Hosptial Care in Las Vegas,Best Enterprise Feature on a Website with 1 million unique monthly visitors and over,2011,November 2019,,Y
International Consortium of Investigative Journalists,icij.org,Dangers in the Dust: Inside the Global Asbestos Trade,"Best Enterprise Feature on a Website with under 250,000 unique monthly visitors",2011,November 2019,,Y
NPR,npr.org,Brain Wars: How the Military Is Failing its Wounded,Best Enterprise/Investigative Video with 1 million unique monthly visitors and over,2011,November 2019,,Y
York Daily Record,ydr.com,Carrying Darisabel,"Best Enterprise/Investigative Video with 250,000 to 1 million unique monthly visitors",2011,November 2019,,Y
Entertainment Weekly,ew.com,Pop Watch,Best Entertainment Blog with 1 million unique monthly visitors and over,2011,November 2019,,Y
NPR,npr.org,"Best Entertainment Blog with 250,000 to 1 million unique monthly visitors","Best Entertainment Blog with 250,000 to 1 million unique monthly visitors",2011,November 2019,,Y
Sarasota Herald-Tribune,heraldtribune.com,Ticket Sarasota,"Best Entertainment Blog with under 250,000 unique monthly visitors",2011,November 2019,,Y
Boston Globe,boston.com,Boston.com A&E,Best Entertainment Website with 1 million unique monthly visitors and over,2011,November 2019,,Y
Las Vegas Weekly,lasvegasweekly.com,LasVegasWeekly.com,"Best Entertainment Website with 250,000 to 1 million unique monthly visitors",2011,November 2019,,Y
-,pinepoint.nfb.ca,Welcome to Pine Point,"Best Entertainment Website with under 250,000 unique monthly visitors",2011,November 2019,,Y
CNN,cnn.com,Eatocracy,Best Food Website with 1 million unique monthly visitors and over,2011,November 2019,,Y
Feast Magazine,feastmagazine.com,Feast Magazine,"Best Food Website with under 250,000 unique monthly visitors",2011,November 2019,,Y
Sports Illustrated,si.com,SI.com,Best Home Page with 1 million unique monthly visitors and over,2011,November 2019,,Y
Center for Public Integrity,publicintegrity.org,The Center for Public Integrity,"Best Investigative Website with under 250,000 unique monthly visitors",2011,November 2019,,Y
NPR,npr.org,NPR.org,Best Journalism Website with 1 million unique monthly visitors and over,2011,November 2019,,Y
Minnesota Public Radio,mpr.org,Minnesota Public Radio News,"Best Local Radio-Affiliated Website with 250,000 to 1 million unique monthly visitors",2011,November 2019,,Y
Bloomberg,bloomberg.com,Bloomberg Mobile,Best Mobile Website with 1 million unique monthly visitors and over,2011,November 2019,,Y
CBS News,cbsnews.com,CBS.com Mobile Site,"Best Mobile Website with 250,000 to 1 million unique monthly visitors",2011,November 2019,,Y
Foreign Affairs,foreignaffairs.com,Foreign Affairs,"Best Mobile Website with under 250,000 unique monthly visitors",2011,November 2019,,Y
InStyle Magazine,instyle.com,InStyle.com,Best National Magazine-Affiliated Website with 1 million unique monthly visitors and over,2011,November 2019,,Y
Harper's Bazaar España,harpersbazaar.com,Harper's Bazaar España,"Best National Magazine-Affiliated Website with under 250,000 unique monthly visitors",2011,November 2019,,Y
Bloomberg,bloomberg.com,Bloomberg.com,Best News or Event Feature on a Website with 1 million unique monthly visitors and over,2011,November 2019,,Y
Tuscaloosa News,tuscaloosanews.com,April 27 tornado coverage,"Best News or Event Feature on a Website with 250,000 to 1 million unique monthly visitors",2011,November 2019,,Y
The Joplin Globe,joplinglobe.com,Forever Bound: The JHS Class of 2011,"Best News or Event Feature on a Website with under 250,000 unique monthly visitors",2011,November 2019,,Y
CNN,cnn.com,America's Foreclosure Crisis,Best News Video with 1 million unique monthly visitors and over,2011,November 2019,,Y
