,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
